zer1	zer2	zer3	zer4	zer5	zer6	zer7	zer8	zer9	zer10	zer11	zer12	zer13	zer14	zer15	zer16	zer17	zer18	zer19	zer20	zer21	zer22	zer23	zer24	zer25	zer26	zer27	zer28	zer29	zer30	zer31	zer32	zer33	zer34	zer35	zer36	zer37	zer38	zer39	zer40	zer41	zer42	zer43	zer44	zer45	zer46	zer47
0.05094054	1.6574744	15.50870111	45.68758609	77.43708364	467.9818337	235.8946674	0.03008035	0.16756866	9.76770551	38.01242209	109.9117002	100.8161474	0.19107254	4.209762	20.48257832	44.72126188	249.4159992	395.8545869	0.03072654	3.67160938	35.3274033	46.49402188	87.40855159	0.56028173	6.36257454	51.86488461	44.65591971	364.5794777	0.61408536	16.16414704	46.19659374	44.30914006	1.00347028	27.88656642	183.3849282	43.68278414	3.24916377	31.56332581	17.96351753	6.35916091	146.0492862	368.0917548	8.686183	29.68511946	44.97331847	516.9835329
0.03330817	1.0009332	9.9325445	43.91178535	106.2020307	453.0953342	264.7989127	0.02460629	0.90999874	7.65173493	19.70823052	24.49559333	46.07438552	0.11554508	2.65425407	17.85819237	9.76377728	188.6803208	448.4031291	0.11283426	2.30198281	11.1439437	23.71677766	28.15834543	0.34916455	5.30138979	38.81896298	123.7628924	396.9975865	0.3383828	4.18947023	20.15501346	11.68045228	0.83048748	24.57157453	256.2315958	9.22765693	0.76905997	10.63186988	8.52330319	5.92014201	185.2603947	469.3370244	2.60081577	9.09239981	55.07903865	628.2036587
0.16354605	0.80759778	31.50888723	127.0926529	115.6332285	489.9086504	82.14610059	0.29683449	2.05548846	32.66600294	86.67437738	79.19404832	22.89041497	0.1016493	9.39726523	74.49824301	45.94879382	254.7682434	243.6580278	0.25309129	11.62858948	64.27746275	66.1777517	75.47117176	1.33876743	27.08931687	33.58804869	107.0009817	331.4139105	1.90892758	27.65611734	41.65866928	68.47317073	4.67318745	17.49042905	283.8306139	86.50614084	5.46579061	17.97760101	9.03450568	3.9501497	220.308484	366.5058712	3.92298252	33.28242005	67.85789814	581.0900799
0.01252945	0.30229779	3.91831412	31.10082848	114.9660757	439.1297808	221.6367491	0.01912017	0.4461336	6.30319276	28.86883931	19.73975408	91.08369114	0.03641102	0.95907743	11.66412847	29.76758893	183.6443138	404.6455046	0.04921674	2.11749713	26.06423009	48.16576823	71.13210039	0.11770287	3.23517879	38.62223895	114.9823868	367.4721498	0.34182571	11.68551868	62.45634377	41.62709082	0.48981018	23.40658733	245.6565135	5.03067831	2.31709206	36.7829706	40.41161213	5.5832172	178.3547208	450.786341	9.32646733	35.65720583	53.10688422	603.4937925
0.06783149	1.80888716	15.92925254	66.29418329	159.8278231	494.719972	193.6458888	0.0935489	1.98513573	7.99352073	45.65265176	29.81070813	46.07621821	0.21644237	4.45854117	28.69631657	46.62377894	261.3287048	399.3083092	0.25869451	2.89884731	34.02114563	69.57165135	7.69022182	0.60760309	8.43928641	26.81797056	55.94352982	421.849645	0.48550069	14.53441486	72.78451577	26.18431294	1.26307418	19.15235413	221.2018469	103.5161592	2.84676684	41.45774808	23.47909519	4.93433855	174.9487904	356.7549712	10.5040222	20.59168335	53.87620124	547.2468438
0.00315053	0.14815383	4.26623121	33.14542155	131.1494763	458.4820653	264.6538303	0.05754234	1.19127299	2.47677477	25.6962786	85.83052862	89.74820317	0.01961495	1.14923887	14.89800349	37.18349746	217.5479882	462.4166653	0.14739664	0.91243727	10.05356478	55.00564029	56.41277871	0.15510317	4.91464078	33.7751208	73.1538766	405.9992347	0.15370379	2.61860682	27.96839348	24.81664031	0.82151428	21.01432348	207.3843279	15.0204685	0.34685504	10.21772512	18.39039742	5.09345787	156.0660587	455.2394516	1.98580487	15.51724931	46.97195799	607.7108687
0.02301684	1.07009815	12.05320796	45.37807383	72.96123631	323.8019413	256.0247045	0.02714105	1.19588439	10.47056641	26.91939873	87.83796603	86.33280913	0.11731605	3.1299883	19.38568547	20.42807179	51.60046678	399.8351751	0.14146386	2.92740184	9.17358103	58.72920824	68.26719997	0.40061178	5.55529499	26.9371657	195.6064707	307.7647528	0.407309	2.05947864	32.69292786	41.9470034	0.80449673	15.23455247	263.8316565	58.19974676	0.24833958	13.471682	19.5923347	3.49802416	169.989759	460.2531062	2.90770775	11.63875549	47.98697138	566.0838937
0.01212287	0.75161967	8.15047166	55.98312799	177.7720518	524.7076874	125.8583659	0.00274533	1.82066546	19.98944124	22.01173955	16.88661765	14.46781741	0.08794959	2.3746168	25.51269061	71.70819289	329.0324675	451.5469312	0.23481199	6.44250179	19.34726311	11.36521012	18.22845242	0.32981395	7.61487354	20.61243008	10.83065284	557.5845162	0.98515402	8.70813451	15.2743036	17.74064269	1.13137184	11.56636844	177.0560438	249.7972163	1.73861112	10.05188971	5.78069786	3.2419662	155.3463843	255.8720139	2.72089598	12.07958294	49.41142458	501.6256115
0.01639511	0.45319055	6.65718044	33.30210345	108.6647233	475.3499322	227.2625514	0.04034473	0.84801499	1.45322635	21.64214978	29.64283611	43.10066097	0.05229808	1.67306717	12.34155675	13.11891074	251.5578484	395.5197994	0.09385001	0.46304871	19.45187633	26.54546528	39.80806466	0.21002696	3.5150734	35.77734855	31.35891538	374.7906957	0.09383091	8.63602619	42.08325053	12.70601927	0.55168117	22.59899147	174.9363493	69.03707912	1.69778098	25.77779878	19.50297492	5.42149523	139.5332318	327.0277656	6.62117464	23.58088721	42.8448104	475.0350635
0.04252126	0.29479582	16.56253768	89.51242719	129.7514986	466.0529987	183.3544941	0.04944685	1.91380581	13.32287927	36.86784498	74.34221697	82.91183619	0.03088299	4.45410716	42.12346162	38.81950605	213.5931708	379.8144151	0.24274069	4.26477328	24.30721142	55.27714169	82.20215174	0.58696698	13.01113214	13.9246666	97.07534964	386.7901719	0.6497482	10.09676679	45.12669934	56.79650992	1.99315759	10.73879536	240.7673361	56.60123591	1.9518732	24.99867198	33.19788126	2.84021774	179.2136662	400.1707814	6.32964247	23.18943495	53.86803906	574.3758648
0.03786846	1.38052918	11.7921646	34.55655171	105.7725392	473.4823942	241.9936704	0.04105692	1.00512004	3.8242669	10.04110614	17.42976575	32.04008936	0.15540591	3.10996006	12.13966423	4.66144216	225.2773049	452.950235	0.12536592	1.28625757	5.01427579	23.34820173	22.34848902	0.40363501	2.86434792	31.48347702	79.10890168	433.3307439	0.20079891	1.72401848	19.80686425	2.86366704	0.34570718	20.31419026	206.2010579	94.84528168	0.29991494	10.10904852	13.90034906	4.88248551	154.2314509	337.9175322	2.40644869	15.73173479	46.28240153	500.4027711
0.05432251	1.80365278	18.70602411	64.74206117	72.88544829	461.5477704	360.6622302	0.00370092	0.42706968	4.62756893	16.86571685	23.26641004	57.30532751	0.21494665	5.50920186	40.89779489	87.01030947	223.1760854	561.4875949	0.05017378	1.57243611	12.78148511	23.08869635	41.76008993	0.77512905	15.26437355	88.99250838	75.7500491	489.8196712	0.24903747	5.46247041	23.73283803	21.6449677	2.64850338	45.60629448	216.7040484	81.10227306	1.06615383	13.80251341	7.82911076	10.22349315	165.5183244	409.8545365	3.54052806	12.21589049	50.32121631	584.0673413
0.03365763	1.30001129	16.4210752	57.1999937	82.16157923	477.3473713	236.6024723	0.06411329	1.67988992	9.57523297	37.66180808	79.19799169	148.1697315	0.15160256	4.55541982	27.28147705	17.02290475	228.2375705	467.8426691	0.20567251	2.58596273	23.99611783	32.70395423	118.856973	0.6140678	8.49470448	34.98051822	94.96754914	471.1480176	0.35074601	10.21662237	48.11007876	52.22667015	1.30787988	21.03211803	250.9346457	98.68632846	2.02356027	31.90240564	15.20679963	4.98266923	189.440085	412.6732613	8.54504021	29.02746638	57.33967135	613.962476
0.02705498	0.85671415	7.91252847	28.53999302	76.47067976	467.9946644	240.0470466	0.03454175	0.7102772	1.62095765	15.82155129	54.51337235	117.3396147	0.09741202	1.96203227	7.21338007	26.51978784	210.6843384	452.6569717	0.09007881	0.64585347	6.99899806	26.26663497	79.20160944	0.24266328	0.82051363	51.21302233	110.1024721	430.1451646	0.11134352	2.49494428	11.87243726	42.49113541	0.05779276	29.15819528	245.5485345	65.57438348	0.47456232	7.04975725	39.29566909	6.75979747	180.3555945	404.0886128	2.03724022	34.58380004	53.93302646	575.3705852
0.05031856	2.26561507	28.9491929	86.99558379	129.5894665	506.687926	147.2325376	0.1699624	4.05863693	15.36993229	14.87927218	22.90388512	42.39872482	0.27748754	8.55659449	45.92766551	24.01309615	255.4939969	355.5871857	0.5295241	4.73484418	21.11190666	41.47676892	45.18305792	1.20995867	15.65559817	36.74966524	102.0946078	420.9267547	0.72361359	11.34934107	65.12437426	28.20657167	2.59416141	24.52283709	285.6203622	118.5200373	2.48605531	42.08822814	29.24954004	6.07165895	220.9338901	376.4216126	11.28827411	32.67435736	67.84992161	599.6369391
0.04726498	1.76294649	17.15131693	41.59228488	97.30165585	473.482425	227.7913574	0.10416335	1.58877588	8.08295049	40.15584369	42.98854833	55.20937215	0.2068927	4.74041234	20.99271407	38.8488626	221.0456857	424.5866121	0.19801817	2.6076739	23.93491841	5.42119288	56.56819378	0.6400407	7.27282955	59.43447097	104.8074729	418.0863574	0.40352659	9.37541268	18.02235518	37.87116535	1.23488513	33.80468252	255.3947089	71.31992176	1.76560428	14.16409355	24.86624578	7.88066297	191.5973664	400.3647819	4.02638357	24.44997278	57.93863285	582.1882522
0.04227549	0.32528718	12.02907066	89.6914752	185.8550044	513.7150626	218.4525738	0.05054642	1.42045128	9.26914176	12.98991518	39.40739299	61.69029901	0.03807756	3.40816966	46.25476601	104.120234	315.3052933	507.4547794	0.17693059	2.83299631	8.97739761	23.34418124	60.71925265	0.46536515	15.27099616	59.22269179	36.64019915	541.9437379	0.41745185	3.55573032	12.04132578	55.6502014	2.4534087	26.82256957	169.7926754	170.0000619	0.65531885	5.9236975	45.52406629	5.93377839	146.5829278	358.5725131	1.54544858	29.78785258	46.38478586	581.8858585
0.09631982	3.29413973	27.21408459	57.40954769	111.8625078	493.5015215	156.2960058	0.16427355	2.28540994	11.57559336	46.32079895	25.57561143	85.93631368	0.39583954	7.87277986	29.41065755	18.45915103	264.0611649	369.6908557	0.30585115	4.28770902	34.04471577	39.82097409	54.37768783	1.09910824	10.34623094	57.66219621	66.16970467	427.6660165	0.71861641	14.60968966	41.06785507	36.43633615	1.78251137	35.34892878	243.3200607	147.7459883	2.88329069	24.06599914	22.62164677	8.49389087	193.1337845	299.7927599	6.25306422	10.89590961	59.7682479	505.6485166
0.04116869	1.35332998	23.49785257	108.8048898	149.5012101	480.4073035	159.0238029	0.01483562	1.22811619	10.07571358	19.42785007	53.0475783	68.08499928	0.15952242	6.4140579	52.28358156	57.46274196	236.3380076	384.6233832	0.15464884	3.19210978	11.00257169	36.73611692	34.34811658	0.85432862	16.4059405	13.83907891	74.17893115	417.0426113	0.4846485	4.10911715	23.39320218	18.49273175	2.5431721	6.78006346	215.4548307	109.1899961	0.75060029	10.96638055	33.30284473	1.97087828	163.9183909	333.6316044	2.56270825	29.81316584	49.59437048	515.5219608
0.02796501	1.79580317	21.89560861	75.81432629	144.1066614	514.1368689	253.2442429	0.0930468	2.51809223	19.03229622	48.26106082	35.91268382	46.04671218	0.22282081	6.56094152	40.0738073	41.38776675	308.0524054	477.5347962	0.32119528	5.94217778	31.46064321	24.94644117	79.05919002	0.93605621	13.78278825	44.11286456	47.99756418	499.0264663	0.89145639	12.30087629	32.34481189	56.25994285	2.29966381	28.11975527	221.4535568	138.7193541	2.26799117	20.77874418	7.37309319	6.92883047	184.4486436	388.2738004	5.55240932	22.28844997	58.05720355	613.9714918
0.01656701	0.71645731	9.27463415	49.18556807	129.8229838	452.8426963	174.7147448	0.0062973	0.44222232	3.36614304	22.8075762	55.31045364	85.99255619	0.08160403	2.40438315	18.92949599	18.61844583	210.6866028	346.971428	0.04740967	0.51589918	17.12849587	41.63144732	55.17050224	0.30972836	5.16607226	29.2385593	87.94811032	325.3102713	0.03191206	7.44841888	47.04821707	47.82720888	0.74902464	20.6405124	227.5120215	10.18674723	1.47065633	27.79764842	65.18861863	5.13821734	170.3194807	444.6243391	7.08945562	51.88350818	51.29807263	590.6314235
0.02502067	1.10353651	13.40960095	38.51208959	59.85917747	391.9637066	269.4075807	0.02336788	0.38018511	5.9278786	17.56381123	12.27195338	17.04138804	0.12556856	3.58247981	20.78138389	45.30486634	120.8425522	423.8587036	0.04411062	1.67599309	10.81043295	13.56968412	14.99834278	0.47094794	7.30987377	58.97502461	162.8594684	359.3778491	0.23351203	4.11082051	12.05957533	15.65467652	1.23167017	31.04715873	261.3981538	9.16827113	0.74517307	6.45816575	10.73087415	6.94834975	177.9000465	404.4598655	1.58356339	5.92236205	51.52996575	536.5134355
0.01197433	0.83142845	13.04910268	33.71133194	52.923465	370.4588334	255.769328	0.02440315	0.12842317	9.19805076	34.70165231	28.16248385	62.71291832	0.09258596	3.37029053	14.13972552	62.46131259	86.37726444	417.7653649	0.01173004	2.58888878	19.84146704	11.8517094	57.17591028	0.43038084	3.98411171	56.95499291	204.1837035	350.5212028	0.36091582	7.28101508	0.55938697	43.23469668	0.56884217	27.19822467	287.312608	9.33365577	1.29891569	2.25523731	28.21170355	5.81869869	188.3773593	429.3621523	0.87408101	14.49457153	53.66012913	557.7669868
0.01685473	0.81423279	11.07825179	46.12154281	35.02862845	237.7490772	261.9176815	0.05529651	1.18347829	9.2570636	38.35099357	53.21999342	82.84550918	0.09531931	3.21163073	30.15353172	108.7681709	30.0548685	321.0702051	0.14873514	2.83564392	21.58318739	34.01929619	78.95504842	0.44511635	11.19614069	95.79296881	264.6786407	176.1619336	0.41958868	7.81341438	25.62966582	38.56189349	1.91933994	45.21263009	316.7986293	196.4882314	1.37900276	13.57073144	6.42805288	9.66657317	198.9766043	573.1090313	3.33407635	18.34395484	55.81510236	638.3009799
0.03256191	0.77812023	5.81432614	42.09328812	49.74809348	349.4635053	255.9270918	0.04469543	1.4038656	12.96889912	43.94458349	58.02864979	51.96725059	0.08571092	1.51216141	25.50446529	101.2402658	110.6638541	353.8840255	0.16900348	3.79675452	24.93461004	34.99381638	58.80410637	0.19710844	9.27251498	94.50826903	146.4692406	294.5945345	0.54470546	9.22064759	26.6710156	46.65938781	1.57457717	45.63845748	246.1035316	3.24670013	1.66057272	15.59922849	11.85619359	9.85969716	170.5086795	348.6029312	4.09984524	9.95962449	49.89175109	464.5165142
0.06570716	1.85350654	16.11688695	72.17901702	141.9632775	494.7512153	171.4093733	0.05438466	0.27682192	9.61681595	34.76682499	44.01279695	33.10719489	0.22541341	4.81826172	39.91337879	61.56561072	240.3187731	383.0040332	0.02042537	3.20738784	27.3366097	32.25578098	54.17269766	0.68516975	14.04091435	65.72678563	97.5538135	400.1347245	0.50608162	11.84342125	33.46991257	52.71731526	2.3688332	37.43187893	260.4696094	62.63340037	2.32648534	20.59567389	31.74289628	8.84408088	198.9963998	418.251808	5.44282485	13.77013654	60.69121532	607.4159011
0.02801773	0.33388461	4.8076808	24.72573941	60.71111233	424.9947542	232.315378	0.06148194	1.58769754	5.05077773	16.37052147	74.49205929	129.4569917	0.03758445	1.23982773	8.40800269	30.43790356	160.1714383	413.7386233	0.18845977	1.35886285	21.67357094	14.28925909	126.6406556	0.15821184	1.84504115	49.32238922	144.4195771	381.8931888	0.195936	10.62603196	48.22785688	83.64003746	0.1997083	27.26985782	271.3836529	22.65887589	2.18345797	33.03904547	46.95949439	6.2474412	192.8543578	437.8766828	8.86893204	34.32574622	57.00783675	598.5822696
0.01956031	1.12189009	16.57554638	91.3950254	176.5423809	476.0597957	156.4052712	0.04298424	1.13609238	6.16741874	18.45842185	31.89502724	72.73534892	0.12793132	4.4961187	41.84494193	74.54056998	241.5430421	383.0954802	0.14338372	1.77921345	9.58410487	18.6132549	43.61471095	0.59567676	12.63864305	20.52517574	54.30737053	415.7453691	0.25254645	3.27186209	14.99624423	19.31794835	1.90298698	6.47176917	199.7977774	111.985272	0.55433147	8.49696439	19.26137326	1.7365573	154.7769779	323.5721929	2.16479591	17.02463444	47.08121021	502.5704611
0.0093442	0.62849356	9.20147004	45.29922395	107.7610701	465.808139	200.8043606	0.07011561	1.84211842	7.92023683	20.06341029	30.69399747	28.70354663	0.07356612	2.47408018	20.39744429	31.73458002	209.0286718	400.4712316	0.22900089	2.46629266	8.45870554	39.64623761	19.1111467	0.32838499	6.63320047	51.90534129	105.5517897	404.272963	0.37669058	3.433585	38.50176432	27.83234436	1.09454904	30.35826067	251.4435857	76.4631595	0.72028588	21.17157228	33.67586158	7.14130365	186.4703813	373.8547448	5.24459934	25.31214647	56.03625049	548.8803059
0.03169449	1.12423362	12.5264559	54.9710616	118.3611059	369.2968055	200.7942022	0.03249969	1.04613435	7.44759552	26.01599326	25.8094804	53.99188955	0.12526354	3.25237004	26.61045613	84.66931833	132.0175768	290.0319261	0.12533709	2.25033428	15.06585402	28.83367547	30.55496919	0.41973305	8.68830214	69.35841282	117.0577374	209.5844293	0.32926015	5.49859655	22.92152306	17.37026443	1.40014324	33.3357163	214.9479853	97.46533756	0.9716765	11.28813554	9.79096261	7.22711675	150.3810526	440.8623638	2.62862511	3.56118082	44.02019172	525.5635752
0.07267992	2.04562417	14.09240071	38.00831068	71.98977735	465.3827004	235.9510211	0.10274828	2.28349982	15.14384714	32.04241194	20.0841047	28.09849865	0.23698564	3.915902	24.40704401	65.68668296	238.1308424	369.0531272	0.29783541	5.01918272	24.61906867	9.38098969	32.58790594	0.53452964	9.38742021	85.40243674	66.49016605	348.8275405	0.78755447	10.71808629	23.88439465	38.21842189	1.66331563	45.76714901	222.9237164	50.86307524	2.12631657	17.47234362	23.35816463	10.40550804	174.2697948	353.3709843	4.94414691	20.38624467	53.53991871	509.3313633
0.02036241	0.95077603	11.60959174	35.66368856	46.9906694	325.1865867	323.7566285	0.01323514	0.92787664	11.63711305	37.56974455	27.43479524	19.91149604	0.10422315	2.99281606	17.11886853	49.11393985	46.19771658	428.7308724	0.11037498	3.34972597	20.39836424	24.33933492	35.42327054	0.38174132	5.46095809	46.45502848	191.1574105	280.4145828	0.47363931	7.21836972	15.90488031	38.39041391	0.86090172	22.39645872	251.1566193	114.6075319	1.25510129	7.03986542	29.20467811	4.80390664	159.6034435	506.9626822	1.5597398	15.34970918	44.69671479	587.3629097
0.02683006	1.05560051	14.65486869	73.28720014	147.1643057	436.791007	295.2690396	0.02696988	0.28626485	0.9718971	22.05021682	29.60443798	72.22695944	0.11958124	3.86273587	35.20366247	92.24503727	219.9923834	434.1817272	0.03334432	0.14045953	7.27462435	27.09443304	26.2856371	0.50195009	11.1756471	63.70818694	38.65751496	356.3768599	0.05080361	1.89349828	20.30539127	37.27795975	1.75501695	29.65365156	164.6272105	7.06631941	0.33209833	10.0415018	64.42474942	6.41941221	128.4738601	396.0576218	2.37748797	50.71600305	39.12399978	522.3136327
0.03967645	1.92422786	18.40026235	56.02564742	153.2582677	489.3825076	187.5250899	0.11772758	2.74120192	16.55112657	13.46078442	63.29454985	123.7766752	0.22818044	5.1948067	23.17575817	23.81960159	292.0786659	371.8519177	0.35293112	5.08222265	7.07631441	15.232768	84.01404476	0.7133712	6.99077839	29.83010867	29.67728469	396.2886273	0.76894414	4.89715728	30.74352372	31.92835662	1.11316696	23.58063903	201.5144788	90.17255613	1.18827934	22.56425219	24.81940088	6.10016412	168.8609907	363.3863804	6.28810946	30.93319849	53.15817301	553.0289421
0.01981207	0.65967785	7.9797061	34.59525688	22.52236233	423.2411285	314.8467803	0.08486791	2.52564064	17.96228738	30.02006854	65.27611487	50.59820749	0.07535185	2.16243453	20.95176023	97.22544749	152.9031988	446.1785199	0.31849077	5.57303112	16.71276308	58.89243758	59.68569833	0.28818413	7.74924477	94.03515233	153.6889076	369.1654704	0.83218235	5.95241899	41.41087519	28.70384674	1.33901818	46.20407965	282.211226	10.07136719	1.03446867	19.54031664	34.90335345	10.10009404	200.313712	468.4257988	4.51409387	43.13625996	59.28288606	617.3652086
0.03561515	2.58295091	31.27519132	94.16588181	142.8438696	479.9970047	70.77283167	0.12836335	2.48474869	21.78991796	71.15502199	90.61215189	182.8032763	0.3132875	9.07414717	47.37166825	32.63009511	273.0973612	311.6023149	0.34090968	7.54720285	47.17123144	74.064118	104.7085366	1.26652284	15.68025282	25.94042433	56.28458973	412.1063652	1.21339258	19.12603533	49.70566073	44.33467455	2.55257593	20.20477049	240.1130401	145.1089752	3.65134234	23.12306112	26.79193654	5.26751485	194.1464847	322.2061752	5.38137796	19.98225427	60.52613569	543.3597509
0.0395655	2.64755726	32.11049707	87.60514801	120.8941205	434.1954727	137.402028	0.17937327	3.34438236	10.7854946	41.7536114	45.44992748	32.20351757	0.3200282	9.30421997	44.90528788	16.12853635	183.7093965	298.889951	0.43069876	3.66973172	37.26741613	68.78976988	22.23726379	1.29879531	15.0816698	37.93780972	141.8590793	327.7497095	0.6062329	17.32335231	76.54530314	13.86337224	2.47960268	24.6640893	295.1783955	32.18827134	3.55544254	45.78589566	15.02956189	6.01820749	217.3586106	416.9825901	11.93587254	21.92612643	65.5128319	597.9414072
0.02087679	0.45466792	17.24398338	108.7645375	191.0772057	472.4195893	93.31291685	0.03950396	0.72052689	15.84924676	29.5974324	26.8574566	57.01088223	0.05717019	4.87658545	52.82951866	91.59815939	211.3556056	325.0197779	0.09625968	4.98719062	21.27200779	25.71033355	41.96391097	0.66487366	16.68548586	29.44220234	102.6012547	366.7096656	0.75293302	8.82531829	20.26530974	43.82814211	2.59647188	5.25787512	244.5161843	49.98029796	1.68984389	10.42852072	54.65248974	0.35118984	180.5209492	410.4636609	2.53290634	44.55271608	54.05497172	588.2684987
